13735_0:0003ca	58304at32523	102445269
13735_0:0003cb	81579at32523	102458229
13735_0:0003ce	283671at32523	102457741
13735_0:0003cf	104554at32523	102446637
13735_0:0003d0	241876at32523	102460861
13735_0:0003d1	241552at32523	102451379
13735_0:0003d6	299492at32523	102449324
13735_0:0003db	93782at32523	102450203
13735_0:0003dd	157748at32523	102453103
13735_0:0003e7	98815at32523	102456743
13735_0:0003e8	176864at32523	102455667
13735_0:0003ea	265855at32523	102443856
13735_0:0003eb	165500at32523	102456321
13735_0:0003f0	145721at32523	102444091
13735_0:0003f3	107381at32523	102463346
13735_0:0003f4	139006at32523	102456080
13735_0:0003fc	260825at32523	102446002
13735_0:000402	57694at32523	102446472
13735_0:000403	289719at32523	102452268
13735_0:000404	134141at32523	102449156
13735_0:000406	158404at32523	102453544
13735_0:000407	12479at32523	102457062
13735_0:000408	43239at32523	102447378
13735_0:000409	92115at32523	102452683
13735_0:00040a	156218at32523	102448678
13735_0:00040b	186718at32523	102454417
13735_0:00040c	10430at32523	102452943
13735_0:00040d	199737at32523	102457484
13735_0:00040e	217851at32523	102447124
13735_0:000415	147430at32523	102453940
13735_0:000416	70489at32523	102450820
13735_0:000418	156218at32523	102448442
13735_0:00041c	90571at32523	102461351
13735_0:000429	199092at32523	102449794
13735_0:00042a	194486at32523	102443857
13735_0:00042f	193572at32523	102448516
13735_0:000430	279423at32523	102452434
13735_0:000431	259622at32523	102446718
13735_0:000434	48483at32523	102444492
13735_0:000435	158753at32523	102449554
13735_0:000439	218427at32523	102444252
13735_0:00043c	257811at32523	102451929
13735_0:00043e	1528at32523	102452685
13735_0:000442	66698at32523	102453455
13735_0:000443	168420at32523	102453195
13735_0:000444	289585at32523	102455013
13735_0:000450	174890at32523	102457232
13735_0:000457	299975at32523	102462385
13735_0:000475	76700at32523	102445766
13735_0:000479	153761at32523	102452774
13735_0:00047a	265253at32523	102454255
13735_0:00047d	116676at32523	102451780
13735_0:0004a9	52041at32523	102464024
13735_0:0004aa	157171at32523	102444411
13735_0:0004b5	159524at32523	102455183
13735_0:0004cb	125390at32523	102456423
13735_0:0004ce	109835at32523	102458867
13735_0:0004d0	42731at32523	102457487
13735_0:0004d1	49491at32523	102461353
13735_0:0004df	271266at32523	102446004
13735_0:0004e0	240061at32523	102463686
13735_0:0004e2	130399at32523	102463937
13735_0:0004e6	93246at32523	102447624
13735_0:0004e9	212732at32523	102447381
13735_0:0004ea	133742at32523	102446878
13735_0:0004fc	193107at32523	102453199
13735_0:0004ff	199679at32523	102453459
13735_0:000501	272583at32523	102455268
13735_0:000503	161102at32523	102454580
13735_0:000504	124648at32523	102454841
13735_0:000505	260175at32523	102444573
13735_0:000513	235004at32523	102445454
13735_0:000514	99739at32523	102445851
13735_0:000515	236911at32523	102449246
13735_0:000518	106522at32523	102446547
13735_0:00051b	255751at32523	102449726
13735_0:00051e	86173at32523	102449484
13735_0:000520	217531at32523	102455671
13735_0:000524	260323at32523	102454184
13735_0:000537	126505at32523	102449159
13735_0:000565	29403at32523	102459034
13735_0:000569	48757at32523	102462305
13735_0:00056a	225811at32523	102461759
13735_0:00056b	124555at32523	102459673
13735_0:00056c	229324at32523	102456826
13735_0:000571	1978at32523	102454928
13735_0:000573	48757at32523	102462549
13735_0:00057d	225985at32523	102459520
13735_0:00057e	164369at32523	102446795
13735_0:00057f	210596at32523	102450914
13735_0:000581	299311at32523	102452598
13735_0:000585	200492at32523	102458081
13735_0:000587	283636at32523	102446006
13735_0:000588	245583at32523	102453780
13735_0:000589	69999at32523	102460238
13735_0:00058a	223074at32523	102448213
13735_0:00058d	12350at32523	102449727
13735_0:00058e	19880at32523	102460956
13735_0:000592	138762at32523	102458321
13735_0:000594	118915at32523	102447382
13735_0:000599	174022at32523	102445769
13735_0:00059f	184336at32523	102452858
13735_0:0005a0	37139at32523	102449485
13735_0:0005a1	188951at32523	102451148
13735_0:0005a2	206982at32523	102458795
13735_0:0005a5	228136at32523	102450207
13735_0:0005ad	267251at32523	102445528
13735_0:0005af	253055at32523	102459747
13735_0:0005c8	166537at32523	102445930
13735_0:0005ca	203399at32523	102446879
13735_0:0005cc	30861at32523	102446641
13735_0:0005ea	182087at32523	102457068
13735_0:0005f1	232531at32523	102457830
13735_0:0005f8	104841at32523	102458721
13735_0:0005ff	100151at32523	102446406
13735_0:000603	229731at32523	102461839
13735_0:000605	127797at32523	102462551
13735_0:00060a	59718at32523	102462955
13735_0:00060c	291381at32523	102461597
13735_0:00060d	192769at32523	102463689
13735_0:000618	212299at32523	102447626
13735_0:00061a	185958at32523	102451465
13735_0:00061c	23533at32523	102453862
13735_0:00061d	175883at32523	102448377
13735_0:000620	207226at32523	102448852
13735_0:000621	58990at32523	102448136
13735_0:000622	109514at32523	102451858
13735_0:000625	37077at32523	102450452
13735_0:000627	96539at32523	102448611
13735_0:000628	72139at32523	102455272
13735_0:00062c	170095at32523	102450916
13735_0:00064c	244547at32523	102453705
13735_0:00064d	20833at32523	102451383
13735_0:00064e	245732at32523	102453463
13735_0:00064f	101251at32523	102444170
13735_0:000651	215456at32523	102452344
13735_0:000652	98271at32523	102446643
13735_0:000659	70548at32523	102444574
13735_0:00065c	93889at32523	102463857
13735_0:00065f	250658at32523	102454185
13735_0:000663	85494at32523	102455185
13735_0:000665	161080at32523	102454422
13735_0:000667	269649at32523	102454930
13735_0:000668	49681at32523	102457576
13735_0:000669	150698at32523	102458322
