"gene","distance","pval"
"119258at32523",317.791157021305,1.3111137479647e-13
"119260at32523",41.215521233893,1
"119267at32523",63.1311684125593,0.999999999990277
"119364at32523",124.91611276854,0.953230413816946
"119371at32523",43.3535469273138,1
"119417at32523",30.8219319876606,1
"119436at32523",63.9897549507413,0.999999999982047
"119446at32523",57.948852945301,0.999999999999825
"119509at32523",80.4445158067088,0.999999767012971
"119513at32523",55.4101678180135,0.99999999999998
"119568at32523",102.452294871955,0.999420513471831
"119571at32523",47.6468265503399,1
"119577at32523",64.0776183958313,0.9999999999809
"119666at32523",43.8699777534321,1
"119720at32523",20.183134512518,1
"119840at32523",96.5499901066649,0.99989243583122
"119863at32523",338.490571319593,4.67077343799276e-16
"119909at32523",1060.06790314019,1.68416030642197e-135
"11992at32523",233.774359797869,2.83654089813467e-05
"119977at32523",28.4816318797408,1
"119988at32523",12.4319395015127,1
"120023at32523",107.653359246857,0.997917203489475
"12002at32523",205.752355637271,0.0028668876374476
"120146at32523",41.830144539725,1
"120186at32523",468.494945923289,1.02673688732177e-33
"120192at32523",12.331499412377,1
"120234at32523",60.2327610932875,0.999999999998897
"120245at32523",19.0873297543211,1
"120253at32523",77.0336439241941,0.999999955325859
"120257at32523",311.013531058333,7.77664261652493e-13
"120363at32523",23.1549446104515,1
"120495at32523",153.587842819756,0.471431333918382
"120510at32523",19.9184141185011,1
"120528at32523",21.6559960025931,1
"120535at32523",58.1998778620466,0.999999999999784
"120577at32523",59.6465948806261,0.999999999999304
"120594at32523",314.098760957561,3.47276796375267e-13
"120928at32523",25.9710373956975,1
"121011at32523",28.0845595665067,1
"121108at32523",128.651691513186,0.924327800605309
"121120at32523",137.03783630949,0.818020644437673
"121184at32523",1113.04467134222,2.0807931937183e-145
"121201at32523",58.9355290625129,0.999999999999606
"121264at32523",7.24549227389099,1
"121275at32523",77.3167659236344,0.999999948480779
"121285at32523",38.9269492957802,1
"121468at32523",380.886887473576,1.97864855178662e-21
"121471at32523",13.5124898963674,1
"121474at32523",45.183567695313,1
"121481at32523",26.8346598250748,1
"121499at32523",208.406690584882,0.00194521953806378
"121512at32523",109.238850879471,0.997029223292854
"121526at32523",149.358223358478,0.568148705070809
"121589at32523",49.3425329461017,1
"121708at32523",287.404012126237,2.89872835103363e-10
"12176at32523",592.303194487963,5.95862889694366e-53
"121793at32523",15.5414912040685,1
"121983at32523",80.1355360729031,0.99999979822621
"121993at32523",124.20537714716,0.957614972916097
"122011at32523",8.99810941651904,1
"122018at32523",25.2943724225488,1
"122044at32523",139.176620551859,0.781405890271387
"122093at32523",152.29546032763,0.500877871886185
"122167at32523",9.4623512495013,1
"122221at32523",98.4972146952316,0.999806984775921
"122335at32523",11.9564731016916,1
"122349at32523",225.232238028983,0.000130213675831644
"122359at32523",9.70672118541584,1
"122544at32523",259.609771309228,1.63648788608509e-07
"122566at32523",30.7171143486841,1
"12263at32523",97.5364261995572,0.999854818136032
"122656at32523",35.1080867206225,1
"122695at32523",74.3525786964752,0.999999989003012
"122749at32523",16.8891065045877,1
"122907at32523",10.6227071062374,1
"122928at32523",20.057417075847,1
"122940at32523",79.8526522948462,0.999999823296176
"122941at32523",91.6318911407336,0.999978601112124
"122950at32523",37.0675994859443,1
"122960at32523",10.8366376399309,1
"122967at32523",177.104875525288,0.0886262061788619
"122969at32523",50.8148418608411,1
"12302at32523",13.8465953759688,1
"123057at32523",18.5201914537546,1
"123090at32523",186.701523759639,0.033002702260342
"123135at32523",16.8303608112474,1
"123139at32523",54.7393399438345,0.999999999999989
"12314at32523",64.650227761316,0.999999999971494
"123289at32523",10.1768890690588,1
"123480at32523",93.1494652669434,0.999963999209863
"12350at32523",5.64069807195564,1
"123644at32523",62.5633191626269,0.999999999993568
"123648at32523",18.5685865553896,1
"12370at32523",177.873207276177,0.0824077914305008
"123728at32523",11.7242554003824,1
"123751at32523",742.581414790309,3.37257397987587e-78
"123811at32523",177.336428970687,0.0867145419339682
"123902at32523",28.1508781988225,1
"123907at32523",84.6198693454417,0.999998536115369
"123919at32523",52.1471214008457,0.999999999999999
"123927at32523",18.7635202994845,1
"123938at32523",17.0396671645291,1
"124004at32523",126.980471295559,0.938531860264132
"124036at32523",412.355435440794,1.1098636898034e-25
"124056at32523",96.0605581116174,0.999907573656403
"1240at32523",445.651648598263,2.20432250470394e-30
"124180at32523",50.0701181392013,1
"124185at32523",89.6724506881924,0.999989396628827
"124255at32523",20.7825881717163,1
"124263at32523",67.7380562062169,0.99999999977656
"124289at32523",35.6287442011476,1
"124297at32523",312.039715948487,5.95226612293825e-13
"124314at32523",92.9905119071095,0.999965876144972
"124451at32523",15.3126607480168,1
"124465at32523",29.446040893946,1
"124505at32523",55.8399528975189,0.999999999999971
"124555at32523",171.036654380356,0.151291930875818
"124589at32523",38.4524273507302,1
"124648at32523",126.946062978344,0.938801968130467
"124651at32523",8.39027439121212,1
"124683at32523",774.001958674873,1.14679109005935e-83
"124770at32523",80.6345936524822,0.999999745598645
"12479at32523",40.9140065936624,1
"124887at32523",34.9175401870655,1
"124988at32523",754.51518941364,2.86810648850387e-80
"125055at32523",7.08715748176131,1
"125111at32523",40.6505653579543,1
"125113at32523",135.700907182912,0.83900326964507
"125206at32523",31.1581269503259,1
"125210at32523",86.167645347305,0.999997241360923
"125224at32523",168.206997394818,0.189455616438091
"125310at32523",170.990683485177,0.151864812605603
"125390at32523",29.1206886529174,1
"125671at32523",52.7962816126546,0.999999999999998
"125685at32523",26.4017956754758,1
"125701at32523",610.681015355051,6.05294565861905e-56
"125782at32523",175.694347823493,0.100993185165218
"125793at32523",74.063217958624,0.999999990601355
"125910at32523",33.5582037696947,1
"126074at32523",94.3208215536544,0.999946938493759
"126133at32523",70.9625650517146,0.999999998378933
"126373at32523",14.8310720041374,1
"126395at32523",421.16643716538,6.60889066517307e-27
"126407at32523",25.4132306939185,1
"126505at32523",168.461632381875,0.185778370797374
"126597at32523",58.1754573545018,0.999999999999788
"126689at32523",127.283791983778,0.936112526738797
"126721at32523",17.0955825786092,1
"126941at32523",9.58133772671235,1
"126946at32523",160.474636780513,0.323296604211159
"126992at32523",1052.88686757434,3.65882005580125e-134
"127099at32523",77.4539091805119,0.999999944817532
"127100at32523",81.3363343665702,0.999999649303855
"127141at32523",17.06383319012,1
"127149at32523",33.5488852379206,1
"127170at32523",112.644084737287,0.993949420436808
"127181at32523",9.39330758200647,1
"127183at32523",49.9078662867495,1
"127304at32523",27.9237880321224,1
"127324at32523",55.7622329127628,0.999999999999973
"127447at32523",22.5517378346948,1
"127505at32523",40.9870030846185,1
"127508at32523",59.2154135247346,0.999999999999507
"127797at32523",66.3635615138476,0.999999999908805
"127883at32523",16.9526399641905,1
"127900at32523",16.5551831605858,1
"128019at32523",54.6481240072985,0.99999999999999
"128067at32523",60.1798575614623,0.999999999998942
"128087at32523",348.417951501934,2.83137396044704e-17
"128093at32523",6.40827111506365,1
"128177at32523",25.6128016061413,1
"128219at32523",31.1022743217639,1
"128317at32523",25.8578120111637,1
"128346at32523",49.08994840401,1
"128422at32523",492.453776673004,2.71940470567357e-37
"128486at32523",385.23517496274,5.26304612078528e-22
"128643at32523",157.104103506485,0.393353671252841
"128696at32523",10.0789160093765,1
"128718at32523",182.706881677464,0.0508316914914004
"128719at32523",62.070916988539,0.999999999995528
"128737at32523",29.6372370401495,1
"128741at32523",354.931996767823,4.35516111764319e-18
"128806at32523",20.754176465757,1
"128883at32523",54.85745429459,0.999999999999988
"128891at32523",92.728684260623,0.999968771788955
"129099at32523",101.682822969531,0.999527904072348
"129141at32523",15.884652757624,1
"129250at32523",365.363502689363,2.06451885837531e-19
"129376at32523",68.492523383615,0.99999999963944
"129406at32523",160.301667174193,0.326744328204606
"129418at32523",46.3935885335864,1
"129460at32523",113.679922078975,0.99258734479746
"129465at32523",163.834792569311,0.260033592164846
"129649at32523",21.0314529902566,1
"129664at32523",51.8049271634413,0.999999999999999
"129665at32523",69.023640491102,0.999999999497812
"129777at32523",31.6393049431738,1
"129800at32523",33.5356369223233,1
"129874at32523",766.411153232517,2.43043446397035e-82
"129956at32523",48.7373363372648,1
"129996at32523",30.5225390661392,1
"130080at32523",29.4929757834362,1
"130148at32523",253.841991151047,5.52747955655851e-07
"130200at32523",55.8490407304869,0.999999999999971
"130217at32523",159.543933334626,0.342049368696669
"130225at32523",132.008888103844,0.888983925946239
"130229at32523",34.8274356554569,1
"130233at32523",11.955598128308,1
"130319at32523",39.7319612676068,1
"13033at32523",334.297133969984,1.49789043766882e-15
"130390at32523",39.5780270454232,1
"130393at32523",807.056102226036,1.77344153772352e-89
"130399at32523",59.2272135722865,0.999999999999502
"130462at32523",26.4473797974423,1
"130466at32523",82.829683824339,0.999999318388656
"130482at32523",51.6544996894502,1
"130600at32523",11.374659349657,1
"130632at32523",92.376361007869,0.999972310419879
"130721at32523",30.58334567114,1
"130802at32523",42.9066844585258,1
"130932at32523",139.111433839707,0.782575102555513
"130936at32523",55.9783681322449,0.999999999999967
"131044at32523",13.5121512088134,1
"131134at32523",53.564774225351,0.999999999999996
"131366at32523",46.3532800507336,1
"131408at32523",35.3175057547674,1
"131464at32523",26.6923548041379,1
"131584at32523",121.854882882473,0.969891219592309
"131624at32523",28.4148616824878,1
"131697at32523",242.625376276643,5.29886097084077e-06
"13169at32523",12.9441655906065,1
"131824at32523",88.667152721288,0.999992705540602
"131843at32523",8.21360753116313,1
"132033at32523",345.325072725118,6.82534454648976e-17
"132085at32523",17.6296402933139,1
"132121at32523",47.1065909343872,1
"132150at32523",129.807723906584,0.913212603068864
"132310at32523",590.893005641947,1.00822154377616e-52
"132319at32523",17.9614905975432,1
"132408at32523",297.765648114465,2.28022543025381e-11
"132426at32523",308.410167918807,1.52687123316603e-12
"132493at32523",28.9227165763733,1
"132496at32523",32.9270432492422,1
"132580at32523",150.616489194918,0.539350647818765
"132586at32523",81.6622793976133,0.999999593694988
"132590at32523",234.638099460115,2.41857859385171e-05
"132719at32523",590.746273844257,1.06490695327948e-52
"132813at32523",44.2111481401382,1
"132836at32523",16.3503392909063,1
"132854at32523",130.826839598477,0.90250300557973
"132999at32523",59.1027273435129,0.99999999999955
"133001at32523",55.1948645700093,0.999999999999984
"133131at32523",176.284508388574,0.0956659025461167
"133132at32523",35.6359603736039,1
"133170at32523",138.790247439115,0.78828833341163
"133235at32523",36.194756707184,1
"133248at32523",209.457884812573,0.00166319710196588
"133266at32523",41.0235415990051,1
"133315at32523",58.2288410475649,0.999999999999779
"133368at32523",87.541725136093,0.999995255939737
"133380at32523",435.214897656894,6.88366990414041e-29
"133426at32523",2361.01072897347,0
"133600at32523",191.389452327416,0.0191636802306357
"133621at32523",120.109152113335,0.977035407242925
"133626at32523",34.0656696762651,1
"133706at32523",274.463282683762,6.07445829911227e-09
"133742at32523",43.3853782972063,1
"133765at32523",55.5319555715549,0.999999999999978
"133800at32523",14.7889352953859,1
"133898at32523",113.21167482623,0.99323232300136
"133989at32523",19.2550256434498,1
"134031at32523",15.7512156394214,1
"134044at32523",63.1205246019745,0.999999999990351
"134124at32523",232.428920820865,3.62909564287935e-05
"134141at32523",23.4947240905276,1
"134159at32523",63.014178115679,0.999999999991066
"134350at32523",57.4763822192539,0.999999999999882
"134360at32523",16.4027975828775,1
"134376at32523",68.0810734153276,0.999999999721935
"134415at32523",9.99854585274016,1
"134419at32523",128.129192870149,0.929000739508089
"134448at32523",165.485952566138,0.231747774737853
"134484at32523",37.3007400523249,1
"134608at32523",73.2091001867184,0.999999994128002
"134629at32523",20.1729532905875,1
"134671at32523",54.558261017403,0.999999999999991
"134746at32523",388.407446348752,1.99098824030952e-22
"134798at32523",920.722983876626,7.4952889403562e-110
"134811at32523",25.1043876696477,1
"134965at32523",115.589824524232,0.989388743234137
"134992at32523",56.1436214052519,0.999999999999962
"134999at32523",20.2716904978302,1
"135004at32523",80.4802016355489,0.999999763127218
"135005at32523",529.389879364522,5.92071334344054e-43
"135019at32523",120.781653741653,0.974465254995345
"135026at32523",129.763166786102,0.913661172115805
"135046at32523",55.2808858679825,0.999999999999982
"135073at32523",47.6857889780447,1
"135079at32523",14.8976842867499,1
"135094at32523",41.9031636602451,1
"135116at32523",388.198237714957,2.12313041042862e-22
"135131at32523",109.288313754291,0.996996879442697
"135233at32523",19.8475395320761,1
"135243at32523",703.924634862671,1.49726793442309e-71
"135286at32523",26.9124410581589,1
"135387at32523",211.373624710183,0.00124473634968748
"135414at32523",67.5537670989778,0.999999999801491
"135451at32523",110.741159960742,0.995899516751222
"135502at32523",36.6327166436955,1
"135504at32523",68.1797648308505,0.999999999703981
"13552at32523",341.331101038074,2.10760282249472e-16
"135534at32523",22.6082707143831,1
"135540at32523",45.0121702810662,1
"135651at32523",366.574488415365,1.44336628900881e-19
"135697at32523",45.6905374918948,1
"135698at32523",17.6620743052345,1
"135809at32523",46.7354465248008,1
"135990at32523",959.730627938216,5.77425037255845e-117
