"busco_id","pval"
"6290at32523",9.72926004120234e-188
"64483at32523",5.26909531348829e-81
"66052at32523",5.22521856131915e-85
"66945at32523",2.48396647971976e-170
"69006at32523",6.45849113813729e-297
"71760at32523",2.91729834509772e-76
"73843at32523",2.05023119780633e-265
"74208at32523",1.20540191542263e-85
"74571at32523",0
"76356at32523",1.30102133043389e-68
"7966at32523",2.62268592972534e-77
"82211at32523",7.48721257792108e-86
"82692at32523",0
"83777at32523",1.49700721894912e-163
"85385at32523",2.57690265504001e-66
"8575at32523",1.30601369922797e-59
"89208at32523",2.65068698687524e-60
"89794at32523",2.07321545514814e-57
"92893at32523",1.51144211320636e-81
"93628at32523",8.25700151054964e-149
"94528at32523",8.31119341849163e-87
"97153at32523",1.54303259402919e-225
"97583at32523",1.10799094667003e-106
