"gene","pval"
"46651at32523",6.20303528083091e-72
"46714at32523",2.93383180710252e-77
"47463at32523",4.99637178818059e-69
"48483at32523",4.98839219848548e-97
"48547at32523",1.56785697047647e-87
"53386at32523",9.68187619544717e-244
"57153at32523",5.48664735189231e-91
"58163at32523",8.82255122685827e-93
"59637at32523",3.38063445312259e-52
"59704at32523",8.88994927033112e-52
"62240at32523",3.58669391195758e-92
"6290at32523",8.95025990908669e-87
"64249at32523",3.4949712726336e-161
"64841at32523",1.05349092465719e-63
"66945at32523",3.69534408822761e-157
"66at32523",6.6780487250818e-63
"69006at32523",4.44921950672254e-142
"70270at32523",3.99039308296344e-56
"70578at32523",6.11121827928542e-97
"7066at32523",4.22787492241703e-157
"74571at32523",1.37157200796148e-186
"74848at32523",9.17729999114228e-57
"75693at32523",3.55744986717284e-64
"77387at32523",1.6944951407823e-70
"78490at32523",3.96406097541472e-55
"79210at32523",3.30005645814205e-94
"7966at32523",1.28377713016395e-66
"80601at32523",6.38649948399318e-120
"81392at32523",1.84454691381741e-64
"81880at32523",8.7725647280094e-54
"82211at32523",3.97495288176228e-109
"8240at32523",1.00408043356069e-68
"82692at32523",2.42925418886116e-112
"8402at32523",1.415435865929e-77
"88654at32523",4.64734905255009e-71
"91147at32523",1.73845670950918e-52
"9406at32523",1.09647371493629e-57
"99669at32523",8.1593144556178e-100
