"gene","pval"
"301474at32523",2.32179560029921e-67
"301845at32523",1.00298720789547e-193
"302602at32523",9.67759482444709e-286
"302721at32523",2.98778064461698e-82
"302930at32523",1.46578088092882e-74
"30310at32523",1.08307348956302e-114
"303212at32523",1.41332348230491e-293
"304134at32523",5.63006867258924e-118
"304171at32523",4.25804537923632e-108
"304654at32523",3.18230011791584e-92
"305138at32523",5.57840365513132e-190
"305590at32523",1.45179526331177e-101
"305735at32523",9.05752528100792e-88
"307163at32523",1.81444981425555e-66
"308580at32523",1.68958458789965e-146
"308747at32523",1.77439205488598e-250
"308939at32523",1.22362397895708e-167
"37749at32523",1.96233806728681e-167
"44174at32523",4.63469503099718e-70
"48483at32523",2.21647528448543e-112
"48547at32523",2.51312786728012e-82
"51621at32523",2.06244319220081e-125
"53386at32523",2.14244128589253e-174
"57153at32523",4.21077601809277e-84
"58163at32523",1.33971657490565e-93
"64249at32523",2.16036485869986e-122
"67681at32523",4.18363452781428e-103
"69006at32523",8.8722123387775e-148
"7066at32523",1.15930927533697e-87
"72515at32523",2.30543776098019e-108
"74571at32523",9.33894556114191e-191
"76649at32523",7.82207225731003e-70
"82211at32523",9.87072812475959e-86
"82692at32523",3.256183655192e-213
"83722at32523",7.88593269455703e-85
"83849at32523",6.0730677640778e-210
"84445at32523",3.62671813504217e-282
"90752at32523",2.29600215922617e-116
"91147at32523",5.571084954384e-113
"94920at32523",2.58463776547229e-82
"99023at32523",1.28904973818818e-76
"99669at32523",1.55579528891121e-118
