"gene","pval"
"26652at32523",1.39841105321747e-71
"266685at32523",4.84577569814164e-225
"267251at32523",1.28741038918934e-75
"267472at32523",3.08393129581133e-244
"269758at32523",7.09399724072769e-65
"270101at32523",2.8119918160849e-91
"270878at32523",6.30768178881389e-161
"271071at32523",1.60938240840277e-113
"271339at32523",3.48022074638324e-53
"274390at32523",1.09301067890899e-196
"278185at32523",4.46900590518292e-67
"279702at32523",4.49606085567077e-92
"280809at32523",1.69413604821227e-53
"282898at32523",2.37114974088879e-89
"283371at32523",9.30478377211249e-147
"283521at32523",1.73617953112814e-74
"283734at32523",2.6534711161862e-110
"284008at32523",2.6580107181024e-189
"285282at32523",4.37635471287042e-53
"285773at32523",1.25775118072543e-124
"286324at32523",2.3934617860576e-63
"288030at32523",6.48058472139568e-159
"288598at32523",1.36386046602802e-104
"290800at32523",1.83272967057035e-52
"29093at32523",1.34254722309204e-159
"291010at32523",3.92667216667738e-127
"292094at32523",2.4965585484456e-89
"292234at32523",6.17792578391831e-104
"293248at32523",4.30496324840758e-62
"293808at32523",9.15900580826646e-53
"29403at32523",5.28884002867598e-60
"294083at32523",6.90195294982893e-170
"294624at32523",0
"296274at32523",5.43113257326287e-100
"297345at32523",4.4378311550817e-62
"298204at32523",1.52771403071127e-143
"298237at32523",9.86388168355836e-132
"298305at32523",5.70912240527693e-101
"299063at32523",4.52380757024327e-130
"299480at32523",7.05011674058831e-72
"301474at32523",4.31751733407932e-140
"302394at32523",6.66268139988939e-83
"302602at32523",1.70735472023437e-121
"302721at32523",7.47507519055897e-62
"30406at32523",1.91041629597268e-87
"304134at32523",6.6409862298767e-103
"305138at32523",2.58512668624998e-55
"305143at32523",9.73733967591399e-107
"308747at32523",5.39912871017665e-207
"308798at32523",7.83025798481262e-81
"32130at32523",6.90066957865824e-57
"3318at32523",1.72409879452125e-101
"34372at32523",0
"35526at32523",1.27150923473663e-62
"3576at32523",0
"37595at32523",6.18901104601268e-100
"3768at32523",1.04587376932858e-54
"37749at32523",1.90464905856713e-83
"4188at32523",1.25887132049508e-124
"42538at32523",3.36262639990822e-62
"44174at32523",0
"44421at32523",2.92284097834415e-53
"45054at32523",4.96476076585976e-137
"45998at32523",3.93276754764806e-58
"46322at32523",7.4976699266797e-111
"46651at32523",6.51314852101851e-72
"46714at32523",3.10828305019362e-77
"47463at32523",5.22682261451509e-69
"48483at32523",5.29884761085685e-97
"48547at32523",1.6666467397552e-87
"53386at32523",1.11883861538712e-243
"57153at32523",5.83395583705293e-91
"58163at32523",9.42520034780048e-93
"59637at32523",3.52329247154605e-52
"59704at32523",9.27859774626611e-52
"62240at32523",3.83004856439234e-92
"6290at32523",9.42112111112156e-87
"64249at32523",3.81022177431238e-161
"64841at32523",1.10012493645422e-63
"66945at32523",4.07727392487377e-157
"66at32523",7.01547091001348e-63
"69006at32523",4.85165649801593e-142
"70270at32523",4.15548999903665e-56
"70578at32523",6.54563984162989e-97
"7066at32523",4.58978952670096e-157
"74571at32523",1.52183344538188e-186
"74848at32523",9.58250078957689e-57
"75693at32523",3.68039504870217e-64
"77387at32523",1.76802560095251e-70
"78490at32523",4.12284545486669e-55
"79210at32523",3.52450655204583e-94
"7966at32523",1.34558948359058e-66
"80601at32523",6.88890738844397e-120
"81392at32523",1.93955647467431e-64
"81880at32523",9.1533245684807e-54
"82211at32523",4.28221166978439e-109
"8240at32523",1.05799746945157e-68
"82692at32523",2.60219426271854e-112
"8402at32523",1.49456766870878e-77
"88654at32523",4.88765507726358e-71
"91147at32523",1.80624147401832e-52
"9406at32523",1.1475821332993e-57
"99669at32523",8.65351163817575e-100
